128, 1112, 8.69
256, 1114, 4.35
512, 1118, 2.18
1024, 1822, 1.78
2048, 3228, 1.58
4096, 6040, 1.47
8192, 11662, 1.42
16384, 22920, 1.40
128, 1114, 8.70
256, 1114, 4.35
512, 1122, 2.19
1024, 1820, 1.78
2048, 3232, 1.58
4096, 6040, 1.47
8192, 11662, 1.42
16384, 22912, 1.40
128, 1112, 8.69
256, 1114, 4.35
512, 1120, 2.19
1024, 1824, 1.78
2048, 3228, 1.58
4096, 6032, 1.47
8192, 11670, 1.42
16384, 22942, 1.40
128, 1116, 8.72
256, 1114, 4.35
512, 1118, 2.18
1024, 1820, 1.78
2048, 3232, 1.58
4096, 6038, 1.47
8192, 11662, 1.42
16384, 22944, 1.40
128, 1118, 8.73
256, 1118, 4.37
512, 1120, 2.19
1024, 1822, 1.78
2048, 3224, 1.57
4096, 6040, 1.47
8192, 11678, 1.43
16384, 22920, 1.40
128, 1112, 8.69
256, 1114, 4.35
512, 1118, 2.18
1024, 1822, 1.78
2048, 3230, 1.58
4096, 6050, 1.48
8192, 11682, 1.43
16384, 22936, 1.40
128, 1116, 8.72
256, 1116, 4.36
512, 1120, 2.19
1024, 1820, 1.78
2048, 3224, 1.57
4096, 6042, 1.48
8192, 11678, 1.43
16384, 22910, 1.40
128, 1114, 8.70
256, 1114, 4.35
512, 1118, 2.18
1024, 1822, 1.78
2048, 3232, 1.58
4096, 6032, 1.47
8192, 11654, 1.42
16384, 22938, 1.40
128, 1114, 8.70
256, 1118, 4.37
512, 1120, 2.19
1024, 1822, 1.78
2048, 3224, 1.57
4096, 6046, 1.48
8192, 11666, 1.42
16384, 22940, 1.40
128, 1118, 8.73
256, 1114, 4.35
512, 1118, 2.18
1024, 1824, 1.78
2048, 3230, 1.58
4096, 6042, 1.48
8192, 11672, 1.42
16384, 22924, 1.40
128, 1114, 8.70
256, 1114, 4.35
512, 1118, 2.18
1024, 1820, 1.78
2048, 3226, 1.58
4096, 6032, 1.47
8192, 11672, 1.42
16384, 22910, 1.40
