128, 442, 3.45
256, 446, 1.74
512, 868, 1.70
1024, 1716, 1.68
2048, 3410, 1.67
4096, 6822, 1.67
8192, 13620, 1.66
16384, 27248, 1.66
128, 442, 3.45
256, 442, 1.73
512, 870, 1.70
1024, 1714, 1.67
2048, 3410, 1.67
4096, 6800, 1.66
8192, 13624, 1.66
16384, 27242, 1.66
128, 446, 3.48
256, 442, 1.73
512, 868, 1.70
1024, 1722, 1.68
2048, 3414, 1.67
4096, 6812, 1.66
8192, 13614, 1.66
16384, 27246, 1.66
128, 444, 3.47
256, 444, 1.73
512, 868, 1.70
1024, 1712, 1.67
2048, 3408, 1.66
4096, 6810, 1.66
8192, 13600, 1.66
16384, 27226, 1.66
128, 444, 3.47
256, 446, 1.74
512, 868, 1.70
1024, 1716, 1.68
2048, 3410, 1.67
4096, 6826, 1.67
8192, 13614, 1.66
16384, 27248, 1.66
128, 442, 3.45
256, 442, 1.73
512, 870, 1.70
1024, 1718, 1.68
2048, 3414, 1.67
4096, 6818, 1.66
8192, 13610, 1.66
16384, 27252, 1.66
128, 442, 3.45
256, 442, 1.73
512, 872, 1.70
1024, 1718, 1.68
2048, 3414, 1.67
4096, 6818, 1.66
8192, 13614, 1.66
16384, 27236, 1.66
128, 444, 3.47
256, 442, 1.73
512, 870, 1.70
1024, 1720, 1.68
2048, 3414, 1.67
4096, 6806, 1.66
8192, 13600, 1.66
16384, 27220, 1.66
128, 442, 3.45
256, 444, 1.73
512, 870, 1.70
1024, 1714, 1.67
2048, 3414, 1.67
4096, 6818, 1.66
8192, 13610, 1.66
16384, 27242, 1.66
128, 444, 3.47
256, 446, 1.74
512, 868, 1.70
1024, 1716, 1.68
2048, 3404, 1.66
4096, 6804, 1.66
8192, 13606, 1.66
16384, 27234, 1.66
128, 444, 3.47
256, 444, 1.73
512, 866, 1.69
1024, 1716, 1.68
2048, 3414, 1.67
4096, 6816, 1.66
8192, 13610, 1.66
16384, 27224, 1.66
