128, 128, 1226, 9.58
128, 256, 2384, 9.31
128, 512, 4682, 9.14
128, 1024, 9290, 9.07
128, 2048, 18544, 9.05
128, 4096, 35808, 8.74
128, 8192, 70400, 8.59
128, 16384, 139488, 8.51
256, 128, 2374, 18.55
256, 256, 3526, 13.77
256, 512, 5820, 11.37
256, 1024, 10412, 10.17
256, 2048, 19654, 9.60
256, 4096, 36990, 9.03
256, 8192, 71544, 8.73
256, 16384, 140672, 8.59
512, 128, 4644, 36.28
512, 256, 5802, 22.66
512, 512, 8116, 15.85
512, 1024, 12722, 12.42
512, 2048, 21944, 10.71
512, 4096, 39290, 9.59
512, 8192, 73846, 9.01
512, 16384, 142918, 8.72
1024, 128, 9214, 71.98
1024, 256, 10380, 40.55
1024, 512, 12678, 24.76
1024, 1024, 17266, 16.86
1024, 2048, 26528, 12.95
1024, 4096, 43820, 10.70
1024, 8192, 78388, 9.57
1024, 16384, 147542, 9.01
128, 128, 1228, 9.59
128, 256, 2384, 9.31
128, 512, 4680, 9.14
128, 1024, 9300, 9.08
128, 2048, 18548, 9.06
128, 4096, 35824, 8.75
128, 8192, 70388, 8.59
128, 16384, 139532, 8.52
256, 128, 2368, 18.50
256, 256, 3522, 13.76
256, 512, 5828, 11.38
256, 1024, 10412, 10.17
256, 2048, 19690, 9.61
256, 4096, 36940, 9.02
256, 8192, 71574, 8.74
256, 16384, 140682, 8.59
512, 128, 4656, 36.38
512, 256, 5786, 22.60
512, 512, 8094, 15.81
512, 1024, 12702, 12.40
512, 2048, 21944, 10.71
512, 4096, 39220, 9.58
512, 8192, 73838, 9.01
512, 16384, 142992, 8.73
1024, 128, 9206, 71.92
1024, 256, 10388, 40.58
1024, 512, 12674, 24.75
1024, 1024, 17264, 16.86
1024, 2048, 26532, 12.96
1024, 4096, 43848, 10.71
1024, 8192, 78400, 9.57
1024, 16384, 147570, 9.01
128, 128, 1220, 9.53
128, 256, 2372, 9.27
128, 512, 4678, 9.14
128, 1024, 9286, 9.07
128, 2048, 18530, 9.05
128, 4096, 35812, 8.74
128, 8192, 70414, 8.60
128, 16384, 139488, 8.51
256, 128, 2360, 18.44
256, 256, 3522, 13.76
256, 512, 5826, 11.38
256, 1024, 10402, 10.16
256, 2048, 19674, 9.61
256, 4096, 36972, 9.03
256, 8192, 71514, 8.73
256, 16384, 140608, 8.58
512, 128, 4660, 36.41
512, 256, 5810, 22.70
512, 512, 8100, 15.82
512, 1024, 12712, 12.41
512, 2048, 21956, 10.72
512, 4096, 39280, 9.59
512, 8192, 73824, 9.01
512, 16384, 142928, 8.72
1024, 128, 9226, 72.08
1024, 256, 10378, 40.54
1024, 512, 12664, 24.73
1024, 1024, 17272, 16.87
1024, 2048, 26510, 12.94
1024, 4096, 43816, 10.70
1024, 8192, 78376, 9.57
1024, 16384, 147424, 9.00
128, 128, 1230, 9.61
128, 256, 2382, 9.30
128, 512, 4684, 9.15
128, 1024, 9278, 9.06
128, 2048, 18528, 9.05
128, 4096, 35846, 8.75
128, 8192, 70406, 8.59
128, 16384, 139512, 8.52
256, 128, 2362, 18.45
256, 256, 3524, 13.77
256, 512, 5822, 11.37
256, 1024, 10426, 10.18
256, 2048, 19650, 9.59
256, 4096, 36966, 9.02
256, 8192, 71564, 8.74
256, 16384, 140682, 8.59
512, 128, 4644, 36.28
512, 256, 5800, 22.66
512, 512, 8100, 15.82
512, 1024, 12716, 12.42
512, 2048, 21940, 10.71
512, 4096, 39238, 9.58
512, 8192, 73828, 9.01
512, 16384, 142912, 8.72
1024, 128, 9224, 72.06
1024, 256, 10372, 40.52
1024, 512, 12658, 24.72
1024, 1024, 17266, 16.86
1024, 2048, 26524, 12.95
1024, 4096, 43842, 10.70
1024, 8192, 78376, 9.57
1024, 16384, 147502, 9.00
128, 128, 1226, 9.58
128, 256, 2376, 9.28
128, 512, 4670, 9.12
128, 1024, 9290, 9.07
128, 2048, 18516, 9.04
128, 4096, 35818, 8.74
128, 8192, 70404, 8.59
128, 16384, 139440, 8.51
256, 128, 2366, 18.48
256, 256, 3522, 13.76
256, 512, 5826, 11.38
256, 1024, 10426, 10.18
256, 2048, 19660, 9.60
256, 4096, 37012, 9.04
256, 8192, 71538, 8.73
256, 16384, 140606, 8.58
512, 128, 4654, 36.36
512, 256, 5816, 22.72
512, 512, 8104, 15.83
512, 1024, 12690, 12.39
512, 2048, 21944, 10.71
512, 4096, 39240, 9.58
512, 8192, 73840, 9.01
512, 16384, 142888, 8.72
1024, 128, 9214, 71.98
1024, 256, 10372, 40.52
1024, 512, 12684, 24.77
1024, 1024, 17284, 16.88
1024, 2048, 26508, 12.94
1024, 4096, 43820, 10.70
1024, 8192, 78380, 9.57
1024, 16384, 147504, 9.00
128, 128, 1222, 9.55
128, 256, 2378, 9.29
128, 512, 4678, 9.14
128, 1024, 9284, 9.07
128, 2048, 18518, 9.04
128, 4096, 35854, 8.75
128, 8192, 70418, 8.60
128, 16384, 139470, 8.51
256, 128, 2372, 18.53
256, 256, 3508, 13.70
256, 512, 5822, 11.37
256, 1024, 10434, 10.19
256, 2048, 19668, 9.60
256, 4096, 36970, 9.03
256, 8192, 71530, 8.73
256, 16384, 140654, 8.58
512, 128, 4656, 36.38
512, 256, 5820, 22.73
512, 512, 8106, 15.83
512, 1024, 12706, 12.41
512, 2048, 21948, 10.72
512, 4096, 39266, 9.59
512, 8192, 73800, 9.01
512, 16384, 142926, 8.72
1024, 128, 9212, 71.97
1024, 256, 10370, 40.51
1024, 512, 12662, 24.73
1024, 1024, 17272, 16.87
1024, 2048, 26524, 12.95
1024, 4096, 43796, 10.69
1024, 8192, 78412, 9.57
1024, 16384, 147570, 9.01
128, 128, 1224, 9.56
128, 256, 2376, 9.28
128, 512, 4674, 9.13
128, 1024, 9274, 9.06
128, 2048, 18528, 9.05
128, 4096, 35884, 8.76
128, 8192, 70406, 8.59
128, 16384, 139506, 8.51
256, 128, 2370, 18.52
256, 256, 3524, 13.77
256, 512, 5826, 11.38
256, 1024, 10426, 10.18
256, 2048, 19656, 9.60
256, 4096, 36962, 9.02
256, 8192, 71548, 8.73
256, 16384, 140638, 8.58
512, 128, 4650, 36.33
512, 256, 5804, 22.67
512, 512, 8106, 15.83
512, 1024, 12714, 12.42
512, 2048, 21928, 10.71
512, 4096, 39256, 9.58
512, 8192, 73784, 9.01
512, 16384, 142930, 8.72
1024, 128, 9218, 72.02
1024, 256, 10368, 40.50
1024, 512, 12670, 24.75
1024, 1024, 17272, 16.87
1024, 2048, 26534, 12.96
1024, 4096, 43828, 10.70
1024, 8192, 78400, 9.57
1024, 16384, 147566, 9.01
128, 128, 1226, 9.58
128, 256, 2370, 9.26
128, 512, 4676, 9.13
128, 1024, 9280, 9.06
128, 2048, 18532, 9.05
128, 4096, 35806, 8.74
128, 8192, 70378, 8.59
128, 16384, 139516, 8.52
256, 128, 2366, 18.48
256, 256, 3524, 13.77
256, 512, 5832, 11.39
256, 1024, 10422, 10.18
256, 2048, 19668, 9.60
256, 4096, 36972, 9.03
256, 8192, 71544, 8.73
256, 16384, 140614, 8.58
512, 128, 4648, 36.31
512, 256, 5804, 22.67
512, 512, 8108, 15.84
512, 1024, 12706, 12.41
512, 2048, 21934, 10.71
512, 4096, 39268, 9.59
512, 8192, 73864, 9.02
512, 16384, 142924, 8.72
1024, 128, 9226, 72.08
1024, 256, 10382, 40.55
1024, 512, 12674, 24.75
1024, 1024, 17264, 16.86
1024, 2048, 26524, 12.95
1024, 4096, 43856, 10.71
1024, 8192, 78356, 9.56
1024, 16384, 147532, 9.00
128, 128, 1224, 9.56
128, 256, 2382, 9.30
128, 512, 4688, 9.16
128, 1024, 9276, 9.06
128, 2048, 18528, 9.05
128, 4096, 35828, 8.75
128, 8192, 70390, 8.59
128, 16384, 139434, 8.51
256, 128, 2370, 18.52
256, 256, 3528, 13.78
256, 512, 5828, 11.38
256, 1024, 10424, 10.18
256, 2048, 19648, 9.59
256, 4096, 36972, 9.03
256, 8192, 71516, 8.73
256, 16384, 140636, 8.58
512, 128, 4658, 36.39
512, 256, 5812, 22.70
512, 512, 8108, 15.84
512, 1024, 12718, 12.42
512, 2048, 21930, 10.71
512, 4096, 39246, 9.58
512, 8192, 73824, 9.01
512, 16384, 142946, 8.72
1024, 128, 9206, 71.92
1024, 256, 10372, 40.52
1024, 512, 12670, 24.75
1024, 1024, 17270, 16.87
1024, 2048, 26524, 12.95
1024, 4096, 43802, 10.69
1024, 8192, 78362, 9.57
1024, 16384, 147494, 9.00
128, 128, 1228, 9.59
128, 256, 2384, 9.31
128, 512, 4680, 9.14
128, 1024, 9280, 9.06
128, 2048, 18508, 9.04
128, 4096, 35822, 8.75
128, 8192, 70418, 8.60
128, 16384, 139508, 8.51
256, 128, 2376, 18.56
256, 256, 3526, 13.77
256, 512, 5814, 11.36
256, 1024, 10420, 10.18
256, 2048, 19664, 9.60
256, 4096, 36962, 9.02
256, 8192, 71558, 8.74
256, 16384, 140660, 8.59
512, 128, 4650, 36.33
512, 256, 5814, 22.71
512, 512, 8112, 15.84
512, 1024, 12696, 12.40
512, 2048, 21950, 10.72
512, 4096, 39272, 9.59
512, 8192, 73786, 9.01
512, 16384, 142928, 8.72
1024, 128, 9224, 72.06
1024, 256, 10370, 40.51
1024, 512, 12666, 24.74
1024, 1024, 17282, 16.88
1024, 2048, 26502, 12.94
1024, 4096, 43800, 10.69
1024, 8192, 78380, 9.57
1024, 16384, 147492, 9.00
128, 128, 1232, 9.62
128, 256, 2388, 9.33
128, 512, 4674, 9.13
128, 1024, 9282, 9.06
128, 2048, 18514, 9.04
128, 4096, 35816, 8.74
128, 8192, 70406, 8.59
128, 16384, 139448, 8.51
256, 128, 2364, 18.47
256, 256, 3526, 13.77
256, 512, 5822, 11.37
256, 1024, 10428, 10.18
256, 2048, 19658, 9.60
256, 4096, 36964, 9.02
256, 8192, 71502, 8.73
256, 16384, 140696, 8.59
512, 128, 4654, 36.36
512, 256, 5818, 22.73
512, 512, 8114, 15.85
512, 1024, 12708, 12.41
512, 2048, 21932, 10.71
512, 4096, 39266, 9.59
512, 8192, 73814, 9.01
512, 16384, 142956, 8.73
1024, 128, 9214, 71.98
1024, 256, 10378, 40.54
1024, 512, 12684, 24.77
1024, 1024, 17290, 16.88
1024, 2048, 26534, 12.96
1024, 4096, 43826, 10.70
1024, 8192, 78394, 9.57
1024, 16384, 147498, 9.00
