128, 128, 3312, 25.88
128, 256, 6586, 25.73
128, 512, 13174, 25.73
128, 1024, 26282, 25.67
128, 2048, 52610, 25.69
128, 4096, 101562, 24.80
128, 8192, 199782, 24.39
128, 16384, 397724, 24.28
256, 128, 6578, 51.39
256, 256, 9902, 38.68
256, 512, 16492, 32.21
256, 1024, 29624, 28.93
256, 2048, 55920, 27.30
256, 4096, 104860, 25.60
256, 8192, 203924, 24.89
256, 16384, 401212, 24.49
512, 128, 13136, 102.62
512, 256, 16432, 64.19
512, 512, 23004, 44.93
512, 1024, 36124, 35.28
512, 2048, 62468, 30.50
512, 4096, 111720, 27.28
512, 8192, 209658, 25.59
512, 16384, 406528, 24.81
1024, 128, 26236, 204.97
1024, 256, 29572, 115.52
1024, 512, 36144, 70.59
1024, 1024, 49206, 48.05
1024, 2048, 75486, 36.86
1024, 4096, 124820, 30.47
1024, 8192, 222806, 27.20
1024, 16384, 420726, 25.68
128, 128, 3314, 25.89
128, 256, 6584, 25.72
128, 512, 13142, 25.67
128, 1024, 26330, 25.71
128, 2048, 52490, 25.63
128, 4096, 101966, 24.89
128, 8192, 199772, 24.39
128, 16384, 397908, 24.29
256, 128, 6578, 51.39
256, 256, 9888, 38.62
256, 512, 16436, 32.10
256, 1024, 29640, 28.95
256, 2048, 55834, 27.26
256, 4096, 105044, 25.65
256, 8192, 203944, 24.90
256, 16384, 400998, 24.47
512, 128, 13110, 102.42
512, 256, 16430, 64.18
512, 512, 23028, 44.98
512, 1024, 36142, 35.29
512, 2048, 62452, 30.49
512, 4096, 111392, 27.20
512, 8192, 209640, 25.59
512, 16384, 407466, 24.87
1024, 128, 26224, 204.88
1024, 256, 29546, 115.41
1024, 512, 36108, 70.52
1024, 1024, 49274, 48.12
1024, 2048, 75588, 36.91
1024, 4096, 124606, 30.42
1024, 8192, 222810, 27.20
1024, 16384, 420712, 25.68
128, 128, 3314, 25.89
128, 256, 6590, 25.74
128, 512, 13146, 25.68
128, 1024, 26328, 25.71
128, 2048, 52518, 25.64
128, 4096, 101990, 24.90
128, 8192, 199810, 24.39
128, 16384, 396472, 24.20
256, 128, 6574, 51.36
256, 256, 9904, 38.69
256, 512, 16470, 32.17
256, 1024, 29674, 28.98
256, 2048, 55810, 27.25
256, 4096, 105300, 25.71
256, 8192, 203812, 24.88
256, 16384, 400944, 24.47
512, 128, 13124, 102.53
512, 256, 16448, 64.25
512, 512, 23050, 45.02
512, 1024, 36162, 35.31
512, 2048, 62338, 30.44
512, 4096, 111780, 27.29
512, 8192, 209764, 25.61
512, 16384, 406116, 24.79
1024, 128, 26186, 204.58
