128, 1080, 8.44
256, 1082, 4.23
512, 1084, 2.12
1024, 1780, 1.74
2048, 3180, 1.55
4096, 5964, 1.46
8192, 11570, 1.41
16384, 22772, 1.39
128, 1080, 8.44
256, 1084, 4.23
512, 1084, 2.12
1024, 1782, 1.74
2048, 3174, 1.55
4096, 5970, 1.46
8192, 11554, 1.41
16384, 22760, 1.39
128, 1082, 8.45
256, 1082, 4.23
512, 1086, 2.12
1024, 1780, 1.74
2048, 3174, 1.55
4096, 5968, 1.46
8192, 11566, 1.41
16384, 22762, 1.39
128, 1080, 8.44
256, 1082, 4.23
512, 1084, 2.12
1024, 1778, 1.74
2048, 3178, 1.55
4096, 5964, 1.46
8192, 11558, 1.41
16384, 22758, 1.39
128, 1080, 8.44
256, 1082, 4.23
512, 1084, 2.12
1024, 1778, 1.74
2048, 3180, 1.55
4096, 5968, 1.46
8192, 11564, 1.41
16384, 22748, 1.39
128, 1080, 8.44
256, 1082, 4.23
512, 1084, 2.12
1024, 1782, 1.74
2048, 3176, 1.55
4096, 5968, 1.46
8192, 11550, 1.41
16384, 22746, 1.39
128, 1080, 8.44
256, 1082, 4.23
512, 1082, 2.11
1024, 1780, 1.74
2048, 3176, 1.55
4096, 5976, 1.46
8192, 11558, 1.41
16384, 22758, 1.39
128, 1080, 8.44
256, 1082, 4.23
512, 1084, 2.12
1024, 1780, 1.74
2048, 3178, 1.55
4096, 5972, 1.46
8192, 11574, 1.41
16384, 22770, 1.39
128, 1080, 8.44
256, 1082, 4.23
512, 1082, 2.11
1024, 1778, 1.74
2048, 3180, 1.55
4096, 5976, 1.46
8192, 11578, 1.41
16384, 22756, 1.39
128, 1080, 8.44
256, 1082, 4.23
512, 1084, 2.12
1024, 1778, 1.74
2048, 3176, 1.55
4096, 5966, 1.46
8192, 11564, 1.41
16384, 22768, 1.39
128, 1078, 8.42
256, 1082, 4.23
512, 1084, 2.12
1024, 1778, 1.74
2048, 3176, 1.55
4096, 5970, 1.46
8192, 11560, 1.41
16384, 22750, 1.39
