128, 128, 1390, 10.86
128, 256, 2670, 10.43
128, 512, 5184, 10.12
128, 1024, 10262, 10.02
128, 2048, 20338, 9.93
128, 4096, 39342, 9.60
128, 8192, 77636, 9.48
128, 16384, 153438, 9.37
256, 128, 2522, 19.70
256, 256, 3804, 14.86
256, 512, 6330, 12.36
256, 1024, 11374, 11.11
256, 2048, 21408, 10.45
256, 4096, 40642, 9.92
256, 8192, 78540, 9.59
256, 16384, 154888, 9.45
512, 128, 4790, 37.42
512, 256, 6048, 23.62
512, 512, 8560, 16.72
512, 1024, 13606, 13.29
512, 2048, 23594, 11.52
512, 4096, 42678, 10.42
512, 8192, 80908, 9.88
512, 16384, 157386, 9.61
1024, 128, 9340, 72.97
1024, 256, 10610, 41.45
1024, 512, 13234, 25.85
1024, 1024, 18160, 17.73
1024, 2048, 28322, 13.83
1024, 4096, 47328, 11.55
1024, 8192, 85514, 10.44
1024, 16384, 161740, 9.87
128, 128, 1382, 10.80
128, 256, 2656, 10.38
128, 512, 5162, 10.08
128, 1024, 10198, 9.96
128, 2048, 20376, 9.95
128, 4096, 39446, 9.63
128, 8192, 77340, 9.44
128, 16384, 153778, 9.39
256, 128, 2546, 19.89
256, 256, 3794, 14.82
256, 512, 6328, 12.36
256, 1024, 11418, 11.15
256, 2048, 21582, 10.54
256, 4096, 40486, 9.88
256, 8192, 78702, 9.61
256, 16384, 154954, 9.46
512, 128, 4790, 37.42
512, 256, 6058, 23.66
512, 512, 8614, 16.82
512, 1024, 13632, 13.31
512, 2048, 23674, 11.56
512, 4096, 42938, 10.48
512, 8192, 81066, 9.90
512, 16384, 156866, 9.57
1024, 128, 9434, 73.70
1024, 256, 10598, 41.40
1024, 512, 13136, 25.66
1024, 1024, 18198, 17.77
1024, 2048, 28322, 13.83
1024, 4096, 47418, 11.58
1024, 8192, 85606, 10.45
1024, 16384, 161250, 9.84
128, 128, 1384, 10.81
128, 256, 2654, 10.37
128, 512, 5160, 10.08
128, 1024, 10248, 10.01
128, 2048, 20400, 9.96
128, 4096, 39338, 9.60
128, 8192, 77356, 9.44
128, 16384, 153528, 9.37
256, 128, 2538, 19.83
256, 256, 3808, 14.88
256, 512, 6332, 12.37
256, 1024, 11400, 11.13
256, 2048, 21544, 10.52
256, 4096, 40572, 9.91
256, 8192, 78524, 9.59
256, 16384, 154928, 9.46
512, 128, 4812, 37.59
512, 256, 6090, 23.79
512, 512, 8562, 16.72
512, 1024, 13618, 13.30
512, 2048, 23728, 11.59
512, 4096, 42646, 10.41
512, 8192, 81086, 9.90
512, 16384, 157010, 9.58
1024, 128, 9326, 72.86
1024, 256, 10590, 41.37
1024, 512, 13156, 25.70
1024, 1024, 18148, 17.72
1024, 2048, 28208, 13.77
1024, 4096, 47448, 11.58
1024, 8192, 85586, 10.45
1024, 16384, 161510, 9.86
128, 128, 1410, 11.02
128, 256, 2676, 10.45
128, 512, 5174, 10.11
128, 1024, 10194, 9.96
128, 2048, 20334, 9.93
128, 4096, 39450, 9.63
128, 8192, 77760, 9.49
128, 16384, 153518, 9.37
256, 128, 2556, 19.97
256, 256, 3824, 14.94
256, 512, 6296, 12.30
256, 1024, 11404, 11.14
256, 2048, 21548, 10.52
256, 4096, 40462, 9.88
256, 8192, 78464, 9.58
256, 16384, 155040, 9.46
512, 128, 4788, 37.41
512, 256, 6082, 23.76
512, 512, 8600, 16.80
512, 1024, 13668, 13.35
512, 2048, 23760, 11.60
512, 4096, 42778, 10.44
512, 8192, 80882, 9.87
512, 16384, 157340, 9.60
1024, 128, 9434, 73.70
1024, 256, 10702, 41.80
1024, 512, 13220, 25.82
1024, 1024, 18262, 17.83
1024, 2048, 28362, 13.85
1024, 4096, 47450, 11.58
1024, 8192, 85398, 10.42
1024, 16384, 161858, 9.88
128, 128, 1402, 10.95
128, 256, 2666, 10.41
128, 512, 5184, 10.12
128, 1024, 10212, 9.97
128, 2048, 20328, 9.93
128, 4096, 39306, 9.60
128, 8192, 77532, 9.46
128, 16384, 153794, 9.39
256, 128, 2548, 19.91
256, 256, 3786, 14.79
256, 512, 6308, 12.32
256, 1024, 11358, 11.09
256, 2048, 21432, 10.46
256, 4096, 40448, 9.88
256, 8192, 78504, 9.58
256, 16384, 154392, 9.42
512, 128, 4816, 37.62
512, 256, 6062, 23.68
512, 512, 8564, 16.73
512, 1024, 13670, 13.35
512, 2048, 23834, 11.64
512, 4096, 42758, 10.44
512, 8192, 81106, 9.90
512, 16384, 156794, 9.57
1024, 128, 9432, 73.69
1024, 256, 10734, 41.93
1024, 512, 13134, 25.65
1024, 1024, 18210, 17.78
1024, 2048, 28360, 13.85
1024, 4096, 47522, 11.60
1024, 8192, 85312, 10.41
1024, 16384, 161856, 9.88
128, 128, 1414, 11.05
128, 256, 2668, 10.42
128, 512, 5202, 10.16
128, 1024, 10182, 9.94
128, 2048, 20376, 9.95
128, 4096, 39356, 9.61
128, 8192, 77508, 9.46
128, 16384, 153694, 9.38
256, 128, 2520, 19.69
256, 256, 3786, 14.79
256, 512, 6320, 12.34
256, 1024, 11400, 11.13
256, 2048, 21438, 10.47
256, 4096, 40434, 9.87
256, 8192, 78748, 9.61
256, 16384, 154842, 9.45
512, 128, 4788, 37.41
512, 256, 6054, 23.65
512, 512, 8598, 16.79
512, 1024, 13660, 13.34
512, 2048, 23704, 11.57
512, 4096, 42702, 10.43
512, 8192, 80778, 9.86
512, 16384, 157308, 9.60
1024, 128, 9450, 73.83
1024, 256, 10682, 41.73
1024, 512, 13164, 25.71
1024, 1024, 18232, 17.80
1024, 2048, 28260, 13.80
1024, 4096, 47402, 11.57
1024, 8192, 85350, 10.42
1024, 16384, 161272, 9.84
128, 128, 1390, 10.86
128, 256, 2648, 10.34
128, 512, 5160, 10.08
128, 1024, 10298, 10.06
128, 2048, 20304, 9.91
128, 4096, 39274, 9.59
128, 8192, 77358, 9.44
128, 16384, 153990, 9.40
256, 128, 2534, 19.80
256, 256, 3782, 14.77
256, 512, 6314, 12.33
256, 1024, 11386, 11.12
256, 2048, 21360, 10.43
256, 4096, 40568, 9.90
256, 8192, 78496, 9.58
256, 16384, 154708, 9.44
512, 128, 4796, 37.47
512, 256, 6042, 23.60
512, 512, 8594, 16.79
512, 1024, 13682, 13.36
512, 2048, 23782, 11.61
512, 4096, 42876, 10.47
512, 8192, 80882, 9.87
512, 16384, 157030, 9.58
1024, 128, 9398, 73.42
1024, 256, 10622, 41.49
1024, 512, 13114, 25.61
1024, 1024, 18302, 17.87
1024, 2048, 28298, 13.82
1024, 4096, 47276, 11.54
1024, 8192, 85278, 10.41
1024, 16384, 161754, 9.87
128, 128, 1382, 10.80
128, 256, 2652, 10.36
128, 512, 5166, 10.09
128, 1024, 10210, 9.97
128, 2048, 20344, 9.93
128, 4096, 39542, 9.65
128, 8192, 77152, 9.42
128, 16384, 153412, 9.36
256, 128, 2524, 19.72
256, 256, 3810, 14.88
256, 512, 6326, 12.36
256, 1024, 11444, 11.18
256, 2048, 21432, 10.46
256, 4096, 40604, 9.91
256, 8192, 78444, 9.58
256, 16384, 155006, 9.46
512, 128, 4862, 37.98
512, 256, 6066, 23.70
512, 512, 8560, 16.72
512, 1024, 13596, 13.28
512, 2048, 23816, 11.63
512, 4096, 42886, 10.47
512, 8192, 80822, 9.87
512, 16384, 157230, 9.60
