128, 2352, 18.38
256, 4610, 18.01
512, 9140, 17.85
1024, 17106, 16.71
2048, 33012, 16.12
4096, 64780, 15.82
8192, 129468, 15.80
16384, 258796, 15.80
128, 2350, 18.36
256, 4644, 18.14
512, 9156, 17.88
1024, 17106, 16.71
2048, 32996, 16.11
4096, 64772, 15.81
8192, 129422, 15.80
16384, 258722, 15.79
128, 2348, 18.34
256, 4606, 17.99
512, 9128, 17.83
1024, 17128, 16.73
2048, 33002, 16.11
4096, 64814, 15.82
8192, 129382, 15.79
16384, 258756, 15.79
128, 2348, 18.34
256, 4640, 18.12
512, 9166, 17.90
1024, 17116, 16.71
2048, 32990, 16.11
4096, 64766, 15.81
8192, 129358, 15.79
16384, 258726, 15.79
128, 2350, 18.36
256, 4638, 18.12
512, 9170, 17.91
1024, 17116, 16.71
2048, 33014, 16.12
4096, 64736, 15.80
8192, 129424, 15.80
16384, 258642, 15.79
128, 2350, 18.36
256, 4632, 18.09
512, 9160, 17.89
1024, 17140, 16.74
2048, 32990, 16.11
4096, 64790, 15.82
8192, 129412, 15.80
16384, 258694, 15.79
128, 2348, 18.34
256, 4636, 18.11
512, 9174, 17.92
1024, 17118, 16.72
2048, 33010, 16.12
4096, 64760, 15.81
8192, 129430, 15.80
16384, 258778, 15.79
128, 2370, 18.52
256, 4614, 18.02
512, 9146, 17.86
1024, 17142, 16.74
2048, 33018, 16.12
4096, 64744, 15.81
8192, 129410, 15.80
16384, 258750, 15.79
128, 2348, 18.34
256, 4612, 18.02
512, 9166, 17.90
1024, 17126, 16.72
2048, 32970, 16.10
4096, 64772, 15.81
8192, 129454, 15.80
16384, 258758, 15.79
128, 2346, 18.33
256, 4640, 18.12
512, 9162, 17.89
1024, 17108, 16.71
2048, 33000, 16.11
4096, 64748, 15.81
8192, 129384, 15.79
16384, 258778, 15.79
128, 2350, 18.36
256, 4638, 18.12
512, 9166, 17.90
1024, 17128, 16.73
2048, 33024, 16.12
4096, 64782, 15.82
8192, 129422, 15.80
16384, 258700, 15.79
