128, 128, 3308, 25.84
128, 256, 6556, 25.61
128, 512, 13166, 25.71
128, 1024, 26480, 25.86
128, 2048, 52996, 25.88
128, 4096, 102784, 25.09
128, 8192, 202134, 24.67
128, 16384, 399408, 24.38
256, 128, 6560, 51.25
256, 256, 9868, 38.55
256, 512, 16530, 32.29
256, 1024, 29720, 29.02
256, 2048, 56304, 27.49
256, 4096, 106108, 25.91
256, 8192, 205548, 25.09
256, 16384, 404638, 24.70
512, 128, 13092, 102.28
512, 256, 16378, 63.98
512, 512, 23016, 44.95
512, 1024, 36310, 35.46
512, 2048, 62830, 30.68
512, 4096, 111968, 27.34
512, 8192, 211968, 25.88
512, 16384, 411208, 25.10
1024, 128, 26166, 204.42
1024, 256, 29400, 114.84
1024, 512, 36124, 70.55
1024, 1024, 49294, 48.14
1024, 2048, 75902, 37.06
1024, 4096, 125624, 30.67
1024, 8192, 225020, 27.47
1024, 16384, 424020, 25.88
128, 128, 3260, 25.47
128, 256, 6550, 25.59
128, 512, 13218, 25.82
128, 1024, 26374, 25.76
128, 2048, 52970, 25.86
128, 4096, 102304, 24.98
128, 8192, 202198, 24.68
128, 16384, 401150, 24.48
256, 128, 6570, 51.33
256, 256, 9894, 38.65
256, 512, 16464, 32.16
256, 1024, 29724, 29.03
256, 2048, 56146, 27.42
256, 4096, 106078, 25.90
256, 8192, 205626, 25.10
256, 16384, 402734, 24.58
512, 128, 13114, 102.45
512, 256, 16392, 64.03
512, 512, 23028, 44.98
512, 1024, 36260, 35.41
512, 2048, 62666, 30.60
512, 4096, 112186, 27.39
512, 8192, 212208, 25.90
512, 16384, 411248, 25.10
1024, 128, 26092, 203.84
1024, 256, 29478, 115.15
1024, 512, 36038, 70.39
1024, 1024, 49324, 48.17
1024, 2048, 75904, 37.06
1024, 4096, 125564, 30.66
1024, 8192, 224406, 27.39
1024, 16384, 423962, 25.88
128, 128, 3306, 25.83
128, 256, 6564, 25.64
128, 512, 13192, 25.77
128, 1024, 26442, 25.82
128, 2048, 52810, 25.79
128, 4096, 102344, 24.99
128, 8192, 202178, 24.68
128, 16384, 401230, 24.49
256, 128, 6560, 51.25
256, 256, 9880, 38.59
256, 512, 16514, 32.25
256, 1024, 29728, 29.03
256, 2048, 56268, 27.47
256, 4096, 106058, 25.89
256, 8192, 204648, 24.98
256, 16384, 404402, 24.68
512, 128, 13062, 102.05
512, 256, 16392, 64.03
512, 512, 23050, 45.02
512, 1024, 36250, 35.40
512, 2048, 62822, 30.67
512, 4096, 112574, 27.48
512, 8192, 212140, 25.90
512, 16384, 411162, 25.10
1024, 128, 26214, 204.80
1024, 256, 29406, 114.87
1024, 512, 36160, 70.62
1024, 1024, 49354, 48.20
1024, 2048, 75742, 36.98
1024, 4096, 125538, 30.65
1024, 8192, 224970, 27.46
1024, 16384, 424066, 25.88
128, 128, 3260, 25.47
128, 256, 6598, 25.77
128, 512, 13226, 25.83
128, 1024, 26470, 25.85
128, 2048, 52982, 25.87
128, 4096, 102240, 24.96
128, 8192, 201414, 24.59
128, 16384, 400600, 24.45
256, 128, 6524, 50.97
256, 256, 9888, 38.62
256, 512, 16524, 32.27
256, 1024, 29774, 29.08
256, 2048, 56292, 27.49
256, 4096, 106038, 25.89
256, 8192, 205554, 25.09
256, 16384, 404476, 24.69
512, 128, 13050, 101.95
512, 256, 16424, 64.16
512, 512, 23050, 45.02
512, 1024, 36222, 35.37
512, 2048, 62582, 30.56
512, 4096, 112588, 27.49
512, 8192, 212006, 25.88
512, 16384, 409284, 24.98
1024, 128, 26200, 204.69
1024, 256, 29494, 115.21
1024, 512, 36074, 70.46
1024, 1024, 49316, 48.16
1024, 2048, 75834, 37.03
1024, 4096, 125544, 30.65
1024, 8192, 224476, 27.40
1024, 16384, 424016, 25.88
128, 128, 3258, 25.45
128, 256, 6588, 25.73
128, 512, 13186, 25.75
128, 1024, 26400, 25.78
128, 2048, 52972, 25.87
128, 4096, 102696, 25.07
128, 8192, 202240, 24.69
128, 16384, 401262, 24.49
256, 128, 6582, 51.42
256, 256, 9906, 38.70
256, 512, 16542, 32.31
256, 1024, 29744, 29.05
256, 2048, 56160, 27.42
256, 4096, 105628, 25.79
256, 8192, 205548, 25.09
256, 16384, 404464, 24.69
512, 128, 13056, 102.00
512, 256, 16372, 63.95
512, 512, 23026, 44.97
512, 1024, 36230, 35.38
512, 2048, 62824, 30.68
512, 4096, 112514, 27.47
512, 8192, 212054, 25.89
512, 16384, 410982, 25.08
1024, 128, 26194, 204.64
1024, 256, 29490, 115.20
1024, 512, 36060, 70.43
1024, 1024, 49314, 48.16
1024, 2048, 75836, 37.03
1024, 4096, 125594, 30.66
1024, 8192, 225146, 27.48
1024, 16384, 424266, 25.90
128, 128, 3310, 25.86
128, 256, 6570, 25.66
128, 512, 13174, 25.73
128, 1024, 26450, 25.83
128, 2048, 52914, 25.84
128, 4096, 102754, 25.09
128, 8192, 202232, 24.69
128, 16384, 401142, 24.48
256, 128, 6534, 51.05
256, 256, 9888, 38.62
256, 512, 16526, 32.28
256, 1024, 29798, 29.10
256, 2048, 56306, 27.49
256, 4096, 105562, 25.77
256, 8192, 204702, 24.99
256, 16384, 404490, 24.69
512, 128, 13138, 102.64
512, 256, 16368, 63.94
512, 512, 23038, 45.00
512, 1024, 36248, 35.40
512, 2048, 62844, 30.69
512, 4096, 112146, 27.38
512, 8192, 212078, 25.89
512, 16384, 410886, 25.08
1024, 128, 26178, 204.52
1024, 256, 29450, 115.04
1024, 512, 36126, 70.56
1024, 1024, 49398, 48.24
1024, 2048, 75822, 37.02
1024, 4096, 125624, 30.67
1024, 8192, 224294, 27.38
1024, 16384, 424128, 25.89
128, 128, 3258, 25.45
128, 256, 6592, 25.75
128, 512, 13214, 25.81
128, 1024, 26400, 25.78
128, 2048, 53008, 25.88
128, 4096, 102746, 25.08
128, 8192, 202152, 24.68
128, 16384, 399518, 24.38
256, 128, 6558, 51.23
256, 256, 9862, 38.52
256, 512, 16520, 32.27
256, 1024, 29760, 29.06
256, 2048, 56324, 27.50
256, 4096, 105626, 25.79
256, 8192, 205532, 25.09
256, 16384, 404480, 24.69
512, 128, 13086, 102.23
512, 256, 16406, 64.09
512, 512, 23040, 45.00
512, 1024, 36262, 35.41
512, 2048, 62666, 30.60
512, 4096, 112138, 27.38
512, 8192, 211172, 25.78
512, 16384, 410886, 25.08
1024, 128, 26184, 204.56
1024, 256, 29502, 115.24
1024, 512, 36034, 70.38
1024, 1024, 49332, 48.18
1024, 2048, 75802, 37.01
1024, 4096, 125478, 30.63
1024, 8192, 225048, 27.47
1024, 16384, 423922, 25.87
128, 128, 3262, 25.48
128, 256, 6576, 25.69
128, 512, 13192, 25.77
128, 1024, 26386, 25.77
128, 2048, 52774, 25.77
128, 4096, 102720, 25.08
128, 8192, 201350, 24.58
128, 16384, 401344, 24.50
256, 128, 6570, 51.33
256, 256, 9902, 38.68
256, 512, 16504, 32.23
256, 1024, 29770, 29.07
256, 2048, 56050, 27.37
256, 4096, 106100, 25.90
256, 8192, 204668, 24.98
256, 16384, 404482, 24.69
512, 128, 13044, 101.91
512, 256, 16392, 64.03
512, 512, 23002, 44.93
512, 1024, 36292, 35.44
512, 2048, 62762, 30.65
512, 4096, 112588, 27.49
512, 8192, 211940, 25.87
512, 16384, 410944, 25.08
1024, 128, 26176, 204.50
1024, 256, 29484, 115.17
1024, 512, 36110, 70.53
1024, 1024, 49336, 48.18
1024, 2048, 75846, 37.03
1024, 4096, 125160, 30.56
1024, 8192, 224980, 27.46
1024, 16384, 424002, 25.88
